# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 17:58:41 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536105 NB CHICAGO RIVER AT ALBANY AVENUE AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536105
#    DD parameter statistic   Description
#    01   00065     00003     Gage height, feet (Mean)
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00065_00003	01_00065_00003_cd	02_00060_00003	02_00060_00003_cd
USGS	05536105	2013-02-13	2.43	A	213	A
USGS	05536105	2013-02-14	2.17	A	165	A
USGS	05536105	2013-02-15	1.94	A	128	A
USGS	05536105	2013-02-16	1.77	A	103	A
USGS	05536105	2013-02-17	1.64	A	84	A
USGS	05536105	2013-02-18	1.62	A	83	A
USGS	05536105	2013-02-19	2.14	A	162	A
USGS	05536105	2013-02-20	2.15	A	162	A
USGS	05536105	2013-02-21	1.75	A	100	A
USGS	05536105	2013-02-22	1.58	A	76	A
USGS	05536105	2013-02-23	1.50	A	66	A
USGS	05536105	2013-02-24	1.47	A	62	A
USGS	05536105	2013-02-25	1.44	A	58	A
USGS	05536105	2013-02-26	1.50	A	65	A
USGS	05536105	2013-02-27	1.65	A	86	A
USGS	05536105	2013-02-28	2.04	A	143	A
USGS	05536105	2013-03-01	1.95	A	130	A
USGS	05536105	2013-03-02	1.70	A	94	A
USGS	05536105	2013-03-03	1.56	A	73	A
USGS	05536105	2013-03-04	1.51	A	68	A
USGS	05536105	2013-03-05	1.52	A	68	A
USGS	05536105	2013-03-06	1.56	A	74	A
USGS	05536105	2013-03-07	1.64	A	85	A
USGS	05536105	2013-03-08	1.67	A	88	A
USGS	05536105	2013-03-09	1.74	A	99	A
USGS	05536105	2013-03-10	3.40	A	539	A
USGS	05536105	2013-03-11	5.06	A	1260	A
USGS	05536105	2013-03-12	4.95	A	1190	A
USGS	05536105	2013-03-13	4.35	A	845	A
USGS	05536105	2013-03-14	3.65	A	529	A
USGS	05536105	2013-03-15	3.28	A	410	A
USGS	05536105	2013-03-16	3.06	A	353	A
USGS	05536105	2013-03-17	2.62	A	258	A
USGS	05536105	2013-03-18	2.28	A	193	A
USGS	05536105	2013-03-19	2.14	A	169	A
USGS	05536105	2013-03-20	1.90	A	131	A
USGS	05536105	2013-03-21	1.73	A	106	A
USGS	05536105	2013-03-22	1.64	A	94	A
USGS	05536105	2013-03-23	1.94	A	138	A
USGS	05536105	2013-03-24	1.62	A	91	A
USGS	05536105	2013-03-25	1.62	A	90	A
USGS	05536105	2013-03-26	1.61	A	89	A
USGS	05536105	2013-03-27	1.59	A	86	A
USGS	05536105	2013-03-28	1.61	A	89	A
USGS	05536105	2013-03-29	1.64	A	94	A
USGS	05536105	2013-03-30	1.69	A	100	A
USGS	05536105	2013-03-31	1.72	A	105	A
USGS	05536105	2013-04-01	1.74	A	108	A
USGS	05536105	2013-04-02	1.67	A	97	A
USGS	05536105	2013-04-03	1.58	A	84	A
USGS	05536105	2013-04-04	1.50	A	73	A
USGS	05536105	2013-04-05	1.46	A	68	A
USGS	05536105	2013-04-06	1.42	A	64	A
USGS	05536105	2013-04-07	1.40	A	61	A
USGS	05536105	2013-04-08	2.01	A	151	A
USGS	05536105	2013-04-09	2.29	A	195	A
USGS	05536105	2013-04-10	2.13	A	168	A
USGS	05536105	2013-04-11	3.82	A	601	A
USGS	05536105	2013-04-12	4.19	A	757	A
USGS	05536105	2013-04-13	3.55	A	494	A
USGS	05536105	2013-04-14	3.05	A	352	A
USGS	05536105	2013-04-15	2.57	A	246	A
USGS	05536105	2013-04-16	2.85	A	306	A
USGS	05536105	2013-04-17	3.43	A	562	A
USGS	05536105	2013-04-18	7.67	A	3560	A
USGS	05536105	2013-04-19	7.10	A	2910	A
USGS	05536105	2013-04-20	6.15	A	2050	A
USGS	05536105	2013-04-21	5.44	A	1520	A
USGS	05536105	2013-04-22	4.39	A	893	A
USGS	05536105	2013-04-23	4.26	A	827	A
USGS	05536105	2013-04-24	4.32	A	855	A
USGS	05536105	2013-04-25	3.99	A	707	A
USGS	05536105	2013-04-26	3.47	A	518	A
USGS	05536105	2013-04-27	3.34	A	473	A
USGS	05536105	2013-04-28	3.36	A	477	A
USGS	05536105	2013-04-29	3.17	A	418	A
USGS	05536105	2013-04-30	2.85	A	327	A
USGS	05536105	2013-05-01	2.03	A	144	A
USGS	05536105	2013-05-02	1.62	A	77	A
USGS	05536105	2013-05-03	1.56	A	70	A
USGS	05536105	2013-05-04	1.50	A	63	A
USGS	05536105	2013-05-05	1.47	A	58	A
USGS	05536105	2013-05-06	1.43	A	54	A
USGS	05536105	2013-05-07	1.43	A	53	A
USGS	05536105	2013-05-08	1.40	A	50	A
USGS	05536105	2013-05-09	1.43	A	54	A
USGS	05536105	2013-05-10	1.73	A	94	A
USGS	05536105	2013-05-11	1.57	A	72	A
USGS	05536105	2013-05-12	1.43	A	53	A
USGS	05536105	2013-05-13	1.39	A	49	A
USGS	05536105	2013-05-14	1.37	A	47	A
USGS	05536105	2013-05-15	1.36	A	46	A
USGS	05536105	2013-05-16	1.34	A	45	A
USGS	05536105	2013-05-17	1.34	A	44	A
USGS	05536105	2013-05-18	1.32	A	42	A
USGS	05536105	2013-05-19	1.30	A	40	A
USGS	05536105	2013-05-20	1.34	A	44	A
USGS	05536105	2013-05-21	2.67	A	286	A
USGS	05536105	2013-05-22	4.04	A	743	A
USGS	05536105	2013-05-23	4.54	A	963	A
USGS	05536105	2013-05-24	3.31	A	467	A
USGS	05536105	2013-05-25	2.53	A	252	A
USGS	05536105	2013-05-26	1.81	A	107	A
USGS	05536105	2013-05-27	1.64	A	80	A
USGS	05536105	2013-05-28	1.88	A	119	A
USGS	05536105	2013-05-29	2.02	A	141	A
USGS	05536105	2013-05-30	1.99	A	146	A
USGS	05536105	2013-05-31	2.79	A	316	A
USGS	05536105	2013-06-01	2.43	A	236	A
USGS	05536105	2013-06-02	2.43	A	227	A
USGS	05536105	2013-06-03	1.79	A	103	A
USGS	05536105	2013-06-04	1.56	A	70	A
USGS	05536105	2013-06-05	1.43	A	54	A
USGS	05536105	2013-06-06	1.52	A	65	A
USGS	05536105	2013-06-07	1.62	A	78	A
USGS	05536105	2013-06-08	1.46	A	58	A
USGS	05536105	2013-06-09	1.48	A	60	A
USGS	05536105	2013-06-10	1.58	A	74	A
USGS	05536105	2013-06-11	1.60	A	75	A
USGS	05536105	2013-06-12	1.52	A	65	A
USGS	05536105	2013-06-13	2.41	A	220	A
USGS	05536105	2013-06-14	1.93	A	126	A
USGS	05536105	2013-06-15	1.64	A	80	A
USGS	05536105	2013-06-16	1.65	A	83	A
USGS	05536105	2013-06-17	1.47	A	59	A
USGS	05536105	2013-06-18	1.42	A	53	A
USGS	05536105	2013-06-19	1.39	A	50	A
USGS	05536105	2013-06-20	1.36	A	46	A
USGS	05536105	2013-06-21	1.68	A	98	A
USGS	05536105	2013-06-22	1.93	A	125	A
USGS	05536105	2013-06-23	1.67	A	85	A
USGS	05536105	2013-06-24	1.65	A	83	A
USGS	05536105	2013-06-25	1.72	A	93	A
USGS	05536105	2013-06-26	4.67	A	1220	A
USGS	05536105	2013-06-27	5.86	A	1820	A
USGS	05536105	2013-06-28	4.68	A	1060	A
USGS	05536105	2013-06-29	3.52	A	534	A
USGS	05536105	2013-06-30	3.27	A	451	A
USGS	05536105	2013-07-01	2.93	A	349	A
USGS	05536105	2013-07-02	2.52	A	244	A
USGS	05536105	2013-07-03	2.45	A	227	A
USGS	05536105	2013-07-04	2.07	A	150	A
USGS	05536105	2013-07-05	1.48	A	60	A
USGS	05536105	2013-07-06	1.45	A	56	A
USGS	05536105	2013-07-07	1.43	A	54	A
USGS	05536105	2013-07-08	1.52	A	65	A
USGS	05536105	2013-07-09	1.90	A	122	A
USGS	05536105	2013-07-10	1.81	A	106	A
USGS	05536105	2013-07-11	1.60	A	75	A
USGS	05536105	2013-07-12	1.44	A	55	A
USGS	05536105	2013-07-13	1.37	A	48	A
USGS	05536105	2013-07-14	1.34	A	44	A
USGS	05536105	2013-07-15	1.35	A	45	A
USGS	05536105	2013-07-16	1.30	A	40	A
USGS	05536105	2013-07-17	1.24	A	34	A
USGS	05536105	2013-07-18	1.29	A	39	A
USGS	05536105	2013-07-19	1.28	A	38	A
USGS	05536105	2013-07-20	1.48	A	61	A
USGS	05536105	2013-07-21	1.36	A	46	A
USGS	05536105	2013-07-22	2.19	A	181	A
USGS	05536105	2013-07-23	1.69	A	88	A
USGS	05536105	2013-07-24	1.42	A	52	A
USGS	05536105	2013-07-25	1.35	A	45	A
USGS	05536105	2013-07-26	1.34	A	45	A
USGS	05536105	2013-07-27	1.76	A	98	A
USGS	05536105	2013-07-28	1.60	A	76	A
USGS	05536105	2013-07-29	1.42	A	52	A
USGS	05536105	2013-07-30	1.33	A	43	A
USGS	05536105	2013-07-31	1.33	A	43	A
USGS	05536105	2013-08-01	1.40	A	50	A
USGS	05536105	2013-08-02	1.63	A	81	A
USGS	05536105	2013-08-03	1.56	A	70	A
USGS	05536105	2013-08-04	1.48	A	60	A
USGS	05536105	2013-08-05	1.40	A	51	A
USGS	05536105	2013-08-06	1.39	A	49	A
USGS	05536105	2013-08-07	1.50	A	62	A
USGS	05536105	2013-08-08	1.48	A	60	A
USGS	05536105	2013-08-09	1.42	A	52	A
USGS	05536105	2013-08-10	1.38	A	49	A
USGS	05536105	2013-08-11	1.33	A	43	A
USGS	05536105	2013-08-12	1.32	A	42	A
USGS	05536105	2013-08-13	1.51	A	64	A
USGS	05536105	2013-08-14	1.40	A	50	A
USGS	05536105	2013-08-15	1.34	A	44	A
USGS	05536105	2013-08-16	1.28	A	39	A
USGS	05536105	2013-08-17	1.24	A	35	A
USGS	05536105	2013-08-18	1.20	A	31	A
USGS	05536105	2013-08-19	1.17	A	29	A
USGS	05536105	2013-08-20	1.16	A	28	A
USGS	05536105	2013-08-21	1.17	A	28	A
USGS	05536105	2013-08-22	1.24	A	35	A
USGS	05536105	2013-08-23	1.40	A	51	A
USGS	05536105	2013-08-24	1.28	A	38	A
USGS	05536105	2013-08-25	1.25	A	35	A
USGS	05536105	2013-08-26	1.19	A	30	A
USGS	05536105	2013-08-27	1.18	A	29	A
USGS	05536105	2013-08-28	1.17	A	29	A
USGS	05536105	2013-08-29	1.18	A	29	A
USGS	05536105	2013-08-30	1.34	A	53	A
USGS	05536105	2013-08-31	2.00	A	133	A
USGS	05536105	2013-09-01	1.51	A	53	A
USGS	05536105	2013-09-02	1.33	A	35	A
USGS	05536105	2013-09-03	1.24	A	27	A
USGS	05536105	2013-09-04	1.26	A	29	A
USGS	05536105	2013-09-05	1.24	A	26	A
USGS	05536105	2013-09-06	1.20	A	24	A
USGS	05536105	2013-09-07	1.17	A	22	A
USGS	05536105	2013-09-08	1.17	A	22	A
USGS	05536105	2013-09-09	1.15	A	20	A
USGS	05536105	2013-09-10	1.17	A	21	A
USGS	05536105	2013-09-11	1.20	A	23	A
USGS	05536105	2013-09-12	1.22	A	25	A
USGS	05536105	2013-09-13	1.21	A	25	A
USGS	05536105	2013-09-14	1.19	A	23	A
USGS	05536105	2013-09-15	1.44	A	58	A
USGS	05536105	2013-09-16	2.16	A	161	A
USGS	05536105	2013-09-17	1.60	A	64	A
USGS	05536105	2013-09-18	1.55	A	64	A
USGS	05536105	2013-09-19	2.27	A	196	A
USGS	05536105	2013-09-20	2.01	A	131	A
USGS	05536105	2013-09-21	1.58	A	62	A
USGS	05536105	2013-09-22	1.40	A	41	A
USGS	05536105	2013-09-23	1.32	A	34	A
USGS	05536105	2013-09-24	1.27	A	29	A
USGS	05536105	2013-09-25	1.24	A	27	A
USGS	05536105	2013-09-26	1.14	A	19	A
USGS	05536105	2013-09-27	1.16	A	21	A
USGS	05536105	2013-09-28	1.17	A	22	A
USGS	05536105	2013-09-29	1.39	A	41	A
USGS	05536105	2013-09-30	1.45	A	46	A
USGS	05536105	2013-10-01	1.31	A	33	A
USGS	05536105	2013-10-02	1.26	A	28	A
USGS	05536105	2013-10-03	1.24	A	27	A
USGS	05536105	2013-10-04	1.30	A	32	A
USGS	05536105	2013-10-05	1.82	A	152	A
USGS	05536105	2013-10-06	3.18	A	430	A
USGS	05536105	2013-10-07	2.46	A	233	A
USGS	05536105	2013-10-08	1.84	A	108	A
USGS	05536105	2013-10-09	1.53	A	62	A
USGS	05536105	2013-10-10	1.40	A	48	A
USGS	05536105	2013-10-11	1.33	A	40	A
USGS	05536105	2013-10-12	1.30	A	38	A
USGS	05536105	2013-10-13	1.36	A	43	A
USGS	05536105	2013-10-14	1.29	A	36	A
USGS	05536105	2013-10-15	1.28	A	36	A
USGS	05536105	2013-10-16	1.32	A	39	A
USGS	05536105	2013-10-17	1.36	A	43	A
USGS	05536105	2013-10-18	1.48	A	56	A
USGS	05536105	2013-10-19	1.36	A	43	A
USGS	05536105	2013-10-20	1.30	A	37	A
USGS	05536105	2013-10-21	1.29	A	36	A
USGS	05536105	2013-10-22	1.26	A	34	A
USGS	05536105	2013-10-23	1.24	A	32	A
USGS	05536105	2013-10-24	1.23	A	31	A
USGS	05536105	2013-10-25	1.21	A	30	A
USGS	05536105	2013-10-26	1.21	A	29	A
USGS	05536105	2013-10-27	1.22	A	30	A
USGS	05536105	2013-10-28	1.20	A	29	A
USGS	05536105	2013-10-29	1.21	A	29	A
USGS	05536105	2013-10-30	1.21	A	30	A
USGS	05536105	2013-10-31	2.23	A	196	A
USGS	05536105	2013-11-01	2.65	A	278	A
USGS	05536105	2013-11-02	1.95	A	127	A
USGS	05536105	2013-11-03			72	A:e
USGS	05536105	2013-11-04			51	A:e
USGS	05536105	2013-11-05	1.39	A	46	A
USGS	05536105	2013-11-06	1.76	A	103	A
USGS	05536105	2013-11-07	2.31	A	198	A
USGS	05536105	2013-11-08	1.83	A	106	A
USGS	05536105	2013-11-09	1.57	A	68	A
USGS	05536105	2013-11-10	1.47	A	54	A
USGS	05536105	2013-11-11	1.42	A	50	A
USGS	05536105	2013-11-12	1.52	A	61	A
USGS	05536105	2013-11-13	1.46	A	54	A
USGS	05536105	2013-11-14	1.41	A	48	A
USGS	05536105	2013-11-15	1.37	A	44	A
USGS	05536105	2013-11-16	1.35	A	42	A
USGS	05536105	2013-11-17	2.13	A	176	A
USGS	05536105	2013-11-18	3.14	A	416	A
USGS	05536105	2013-11-19	2.63	A	271	A
USGS	05536105	2013-11-20	2.17	A	168	A
USGS	05536105	2013-11-21	1.91	A	120	A
USGS	05536105	2013-11-22	1.70	A	86	A
USGS	05536105	2013-11-23	1.61	A	72	A
USGS	05536105	2013-11-24	1.49	A	58	A
USGS	05536105	2013-11-25	1.44	A	52	A
USGS	05536105	2013-11-26	1.43	A	51	A
USGS	05536105	2013-11-27	1.44	A	52	A
USGS	05536105	2013-11-28	1.53	A	50	A:e
USGS	05536105	2013-11-29	1.40	A	47	A
USGS	05536105	2013-11-30	1.37	A	44	A
USGS	05536105	2013-12-01	1.36	A	43	A
USGS	05536105	2013-12-02	1.35	A	43	A
USGS	05536105	2013-12-03	1.41	A	48	A
USGS	05536105	2013-12-04	1.44	A	52	A
USGS	05536105	2013-12-05	1.41	A	49	A
USGS	05536105	2013-12-06	1.39	A	46	A
USGS	05536105	2013-12-07	1.36	A	44	A
USGS	05536105	2013-12-08	1.53	A	43	A:e
USGS	05536105	2013-12-09	1.46	A	43	A:e
USGS	05536105	2013-12-10	1.67	A	45	A:e
USGS	05536105	2013-12-11	1.74	A	44	A:e
USGS	05536105	2013-12-12	1.57	A	42	A:e
USGS	05536105	2013-12-13	1.44	A	42	A:e
USGS	05536105	2013-12-14	1.40	A	43	A:e
USGS	05536105	2013-12-15	1.43	A	43	A:e
USGS	05536105	2013-12-16	1.42	A	42	A:e
USGS	05536105	2013-12-17	1.44	A	43	A:e
USGS	05536105	2013-12-18	1.43	A	42	A:e
USGS	05536105	2013-12-19	1.42	A	49	A
USGS	05536105	2013-12-20	1.65	A	81	A
USGS	05536105	2013-12-21	2.02	A	138	A
USGS	05536105	2013-12-22			170	A:e
USGS	05536105	2013-12-23	2.04	A	143	A
USGS	05536105	2013-12-24	1.66	A	80	A
USGS	05536105	2013-12-25	1.72	A	89	A
USGS	05536105	2013-12-26	1.63	A	76	A
USGS	05536105	2013-12-27	1.48	A	56	A
USGS	05536105	2013-12-28	1.44	A	51	A
USGS	05536105	2013-12-29	1.48	A	56	A
USGS	05536105	2013-12-30	1.47	A	55	A
USGS	05536105	2013-12-31	1.53	A	63	A
USGS	05536105	2014-01-01	1.72	A	58	A:e
USGS	05536105	2014-01-02	1.98	A	61	A:e
USGS	05536105	2014-01-03	2.19	A	66	A:e
USGS	05536105	2014-01-04	2.34	A	58	A:e
USGS	05536105	2014-01-05	2.28	A	56	A:e
USGS	05536105	2014-01-06	2.16	A	56	A:e
USGS	05536105	2014-01-07	2.23	A	56	A:e
USGS	05536105	2014-01-08	1.74	A	56	A:e
USGS	05536105	2014-01-09	1.49	A	58	A
USGS	05536105	2014-01-10	1.70	A	104	A
USGS	05536105	2014-01-11	4.61	A	574	A:e
USGS	05536105	2014-01-12	3.29	A	468	A
USGS	05536105	2014-01-13	2.77	A	321	A
USGS	05536105	2014-01-14	2.70	A	303	A
USGS	05536105	2014-01-15	2.36	A	223	A
USGS	05536105	2014-01-16	2.03	A	157	A
USGS	05536105	2014-01-17	1.82	A	122	A
USGS	05536105	2014-01-18	1.74	A	109	A
USGS	05536105	2014-01-19	1.74	A	109	A
USGS	05536105	2014-01-20	1.63	A	93	A
USGS	05536105	2014-01-21	1.60	A	90	A
USGS	05536105	2014-01-22	1.88	A	87	A:e
USGS	05536105	2014-01-23	2.22	A	85	A:e
USGS	05536105	2014-01-24	2.38	A	84	A:e
USGS	05536105	2014-01-25	2.28	A	81	A:e
USGS	05536105	2014-01-26	2.04	A	77	A:e
USGS	05536105	2014-01-27	1.91	A	79	A:e
USGS	05536105	2014-01-28	1.76	A	72	A:e
USGS	05536105	2014-01-29	1.73	A	69	A:e
USGS	05536105	2014-01-30	1.48	A	67	A:e
USGS	05536105	2014-01-31	1.45	A	68	A
USGS	05536105	2014-02-01	1.47	A	67	A:e
USGS	05536105	2014-02-02	1.57	A	66	A:e
USGS	05536105	2014-02-03	1.45	A	66	A:e
USGS	05536105	2014-02-04	1.57	A	66	A:e
USGS	05536105	2014-02-05	1.51	A	66	A:e
USGS	05536105	2014-02-06	1.60	A	66	A:e
USGS	05536105	2014-02-07	1.59	A	66	A:e
USGS	05536105	2014-02-08	1.85	A	66	A:e
USGS	05536105	2014-02-09	1.77	A	66	A:e
USGS	05536105	2014-02-10	1.63	A	66	A:e
USGS	05536105	2014-02-11	1.70	A	66	A:e
USGS	05536105	2014-02-12	1.64	A	66	A:e
USGS	05536105	2014-02-13	1.63	A	66	A:e
USGS	05536105	2014-02-14	1.61	A	66	A:e
USGS	05536105	2014-02-15	1.58	A	66	A:e
USGS	05536105	2014-02-16	1.57	A	78	A:e
USGS	05536105	2014-02-17	1.57	A	85	A
USGS	05536105	2014-02-18	1.75	A	113	A
USGS	05536105	2014-02-19	2.18	A	187	A
USGS	05536105	2014-02-20	3.05	A	411	A
USGS	05536105	2014-02-21	4.12	A	773	A
USGS	05536105	2014-02-22	3.77	A	647	A
USGS	05536105	2014-02-23	2.67	A	296	A
USGS	05536105	2014-02-24	2.24	A	199	A
USGS	05536105	2014-02-25	1.97	A	146	A
USGS	05536105	2014-02-26	1.77	A	114	A
USGS	05536105	2014-02-27	1.76	A	111	A
USGS	05536105	2014-02-28	1.75	A	111	A
USGS	05536105	2014-03-01	1.68	A	101	A
USGS	05536105	2014-03-02	1.55	A	82	A
USGS	05536105	2014-03-03	1.65	A	89	A:e
USGS	05536105	2014-03-04	1.74	A	89	A:e
USGS	05536105	2014-03-05	1.61	A	86	A:e
USGS	05536105	2014-03-06	1.63	A	80	A:e
USGS	05536105	2014-03-07	1.61	A	79	A:e
USGS	05536105	2014-03-08	1.70	A	102	A
USGS	05536105	2014-03-09	1.71	A	106	A
USGS	05536105	2014-03-10	1.83	A	131	A
USGS	05536105	2014-03-11	3.32	A	478	A
USGS	05536105	2014-03-12	3.71	A	608	A
USGS	05536105	2014-03-13	3.41	A	506	A
USGS	05536105	2014-03-14	3.02	A	388	A
USGS	05536105	2014-03-15	3.74	A	620	A
USGS	05536105	2014-03-16	3.63	A	582	A
USGS	05536105	2014-03-17	3.01	A	385	A
USGS	05536105	2014-03-18	2.65	A	290	A
USGS	05536105	2014-03-19	3.04	A	397	A
USGS	05536105	2014-03-20	3.44	A	514	A
USGS	05536105	2014-03-21	3.12	A	417	A
USGS	05536105	2014-03-22	2.88	A	348	A
USGS	05536105	2014-03-23	2.57	A	270	A
USGS	05536105	2014-03-24	2.19	A	187	A
USGS	05536105	2014-03-25	1.94	A	141	A
USGS	05536105	2014-03-26	1.77	A	113	A
USGS	05536105	2014-03-27	1.68	A	99	A
USGS	05536105	2014-03-28	2.01	A	155	A
USGS	05536105	2014-03-29	2.22	A	192	A
USGS	05536105	2014-03-30	2.01	A	154	A
USGS	05536105	2014-03-31	1.83	A	124	A
USGS	05536105	2014-04-01	1.77	A	113	A
USGS	05536105	2014-04-02	1.73	A	106	A
USGS	05536105	2014-04-03	2.17	A	192	A
USGS	05536105	2014-04-04	2.51	A	257	A
USGS	05536105	2014-04-05	2.07	A	166	A
USGS	05536105	2014-04-06	1.80	A	119	A
USGS	05536105	2014-04-07	1.68	A	99	A
USGS	05536105	2014-04-08	1.63	A	92	A
USGS	05536105	2014-04-09	1.58	A	86	A
USGS	05536105	2014-04-10	1.55	A	82	A
USGS	05536105	2014-04-11	1.53	A	79	A
USGS	05536105	2014-04-12	1.49	A	74	A
USGS	05536105	2014-04-13	1.58	A	86	A
USGS	05536105	2014-04-14	2.58	A	279	A
USGS	05536105	2014-04-15	3.08	A	404	A
USGS	05536105	2014-04-16	2.66	A	293	A
USGS	05536105	2014-04-17	2.33	A	216	A
USGS	05536105	2014-04-18	2.04	A	160	A
USGS	05536105	2014-04-19	1.82	A	121	A
USGS	05536105	2014-04-20	1.66	A	97	A
USGS	05536105	2014-04-21	1.60	A	89	A
USGS	05536105	2014-04-22	1.58	A	85	A
USGS	05536105	2014-04-23	1.56	A	83	A
USGS	05536105	2014-04-24	1.50	A	75	A
USGS	05536105	2014-04-25	1.59	A	88	A
USGS	05536105	2014-04-26	1.59	A	87	A
USGS	05536105	2014-04-27	1.50	A	74	A
USGS	05536105	2014-04-28	1.62	A	92	A
USGS	05536105	2014-04-29	2.24	A	201	A
USGS	05536105	2014-04-30	2.97	A	372	A
USGS	05536105	2014-05-01	2.55	A	267	A
USGS	05536105	2014-05-02	2.20	A	190	A
USGS	05536105	2014-05-03	1.91	A	136	A
USGS	05536105	2014-05-04	1.71	A	105	A
USGS	05536105	2014-05-05	1.58	A	86	A
USGS	05536105	2014-05-06	1.54	A	80	A
USGS	05536105	2014-05-07	1.51	A	76	A
USGS	05536105	2014-05-08	1.47	A	71	A
USGS	05536105	2014-05-09	2.84	A	378	A
USGS	05536105	2014-05-10	3.19	A	442	A
USGS	05536105	2014-05-11	2.11	A	173	A
USGS	05536105	2014-05-12	2.01	A	156	A
USGS	05536105	2014-05-13	4.79	A	1040	A
USGS	05536105	2014-05-14	5.24	A	1220	A
USGS	05536105	2014-05-15	4.89	A	1030	A
USGS	05536105	2014-05-16	4.91	A	1040	A
USGS	05536105	2014-05-17	4.22	A	761	A
USGS	05536105	2014-05-18	3.79	A	617	A
USGS	05536105	2014-05-19	3.26	A	455	A
USGS	05536105	2014-05-20	3.02	A	385	A
USGS	05536105	2014-05-21	3.20	A	439	A
USGS	05536105	2014-05-22	2.99	A	380	A
USGS	05536105	2014-05-23	2.30	A	201	A
USGS	05536105	2014-05-24	1.87	A	119	A
USGS	05536105	2014-05-25	1.90	A	126	A
USGS	05536105	2014-05-26	1.50	A	66	A
USGS	05536105	2014-05-27	1.70	A	97	A
USGS	05536105	2014-05-28	2.48	A	246	A
USGS	05536105	2014-05-29	2.38	A	220	A
USGS	05536105	2014-05-30	1.93	A	131	A
USGS	05536105	2014-05-31	1.67	A	89	A
USGS	05536105	2014-06-01	1.47	A	62	A
USGS	05536105	2014-06-02	1.45	A	60	A
USGS	05536105	2014-06-03	1.38	A	51	A
USGS	05536105	2014-06-04	1.40	A	54	A
USGS	05536105	2014-06-05	1.41	A	55	A
USGS	05536105	2014-06-06	1.36	A	49	A
USGS	05536105	2014-06-07	1.36	A	49	A
USGS	05536105	2014-06-08	1.50	A	66	A
USGS	05536105	2014-06-09	1.49	A	65	A
USGS	05536105	2014-06-10	1.43	A	59	A
USGS	05536105	2014-06-11	3.72	A	599	A
USGS	05536105	2014-06-12	4.43	A	837	A
USGS	05536105	2014-06-13	3.87	A	644	A
USGS	05536105	2014-06-14	3.42	A	507	A
USGS	05536105	2014-06-15	2.80	A	324	A
USGS	05536105	2014-06-16	2.19	A	179	A
USGS	05536105	2014-06-17	1.78	A	106	A
USGS	05536105	2014-06-18	1.66	A	88	A
USGS	05536105	2014-06-19	1.79	A	106	A
USGS	05536105	2014-06-20	1.65	A	84	A
USGS	05536105	2014-06-21	1.87	A	137	A
USGS	05536105	2014-06-22	4.03	A	692	A
USGS	05536105	2014-06-23	3.62	A	564	A
USGS	05536105	2014-06-24	3.24	A	443	A
USGS	05536105	2014-06-25	2.84	A	330	A
USGS	05536105	2014-06-26	2.24	A	185	A
USGS	05536105	2014-06-27	1.83	A	111	A
USGS	05536105	2014-06-28	1.57	A	71	A
USGS	05536105	2014-06-29	1.60	A	75	A
USGS	05536105	2014-06-30	2.15	A	198	A
USGS	05536105	2014-07-01	5.09	A	1140	A
USGS	05536105	2014-07-02	4.90	A	1040	A
USGS	05536105	2014-07-03	3.64	A	560	A
USGS	05536105	2014-07-04	3.26	A	445	A
USGS	05536105	2014-07-05	2.77	A	303	A
USGS	05536105	2014-07-06	2.00	A	137	A
USGS	05536105	2014-07-07	2.38	A	213	A
USGS	05536105	2014-07-08	2.63	A	271	A
USGS	05536105	2014-07-09	2.01	A	138	A
USGS	05536105	2014-07-10	1.67	A	83	A
USGS	05536105	2014-07-11	1.51	A	61	A
USGS	05536105	2014-07-12	1.71	A	88	A
USGS	05536105	2014-07-13	2.10	A	152	A
USGS	05536105	2014-07-14	2.03	A	138	A
USGS	05536105	2014-07-15	1.80	A	100	A
USGS	05536105	2014-07-16	1.62	A	73	A
USGS	05536105	2014-07-17	1.47	A	54	A
USGS	05536105	2014-07-18	1.38	A	44	A
USGS	05536105	2014-07-19	1.41	A	47	A
USGS	05536105	2014-07-20	1.39	A	45	A
USGS	05536105	2014-07-21	1.32	A	37	A
USGS	05536105	2014-07-22	1.30	A	36	A
USGS	05536105	2014-07-23	1.44	A	50	A
USGS	05536105	2014-07-24	1.27	A	32	A
USGS	05536105	2014-07-25	1.25	A	30	A
USGS	05536105	2014-07-26	1.22	A	27	A
USGS	05536105	2014-07-27	1.20	A	26	A
USGS	05536105	2014-07-28	1.21	A	27	A
USGS	05536105	2014-07-29	1.14	A	21	A
USGS	05536105	2014-07-30	1.16	A	22	A
